"","tconst","averageRating"
"4407","tt0049964",6
"4408","tt0049966",7.5
"4409","tt0049967",6.2
"4410","tt0049973",6
"4411","tt0049979",6.8
"4412","tt0050083",8.9
"4413","tt0050084",6.4
"4414","tt0050085",6.3
"4415","tt0050086",7.6
"4416","tt0050087",6.2
"4417","tt0050091",7.7
"4418","tt0050095",6.5
"4419","tt0050097",7.3
"4420","tt0050100",7.1
"4421","tt0050103",5.7
"4422","tt0050105",7.6
"4423","tt0050112",7.2
"4424","tt0050118",4.3
"4425","tt0050123",7.5
"4426","tt0050126",6.9
"4427","tt0050128",4.7
"4428","tt0050135",6.2
"4429","tt0050143",3.3
"4430","tt0050147",4.8
"4431","tt0050152",6.6
"4432","tt0050155",6.6
"4433","tt0050156",6.8
"4434","tt0050160",6.2
"4435","tt0050162",7.6
"4436","tt0050166",6.6
"4437","tt0050168",7.1
"4438","tt0050171",6.4
"4439","tt0050173",5.2
"4440","tt0050177",3.5
"4441","tt0050188",8.1
"4442","tt0050192",6.5
"4443","tt0050193",5.7
"4444","tt0050197",5.2
"4445","tt0050201",3.9
"4446","tt0050204",5.8
"4447","tt0050208",6.2
"4448","tt0050210",5.3
"4449","tt0050212",8.2
"4450","tt0050213",6.9
"4451","tt0050233",7.2
"4452","tt0050235",5.2
"4453","tt0050237",7.5
"4454","tt0050246",7.1
"4455","tt0050251",6.3
"4456","tt0050252",6.4
"4457","tt0050263",7.1
"4458","tt0050271",6.5
"4459","tt0050280",7.2
"4460","tt0050282",7.8
"4461","tt0050283",7.4
"4462","tt0050292",5.3
"4463","tt0050294",4.8
"4464","tt0050296",6.9
"4465","tt0050298",6.2
"4466","tt0050299",5.3
"4467","tt0050301",6.5
"4468","tt0050306",6.8
"4469","tt0050307",7.3
"4470","tt0050312",7.2
"4471","tt0050317",4.7
"4472","tt0050323",6.1
"4473","tt0050325",6.1
"4474","tt0050326",7.6
"4475","tt0050327",6.3
"4476","tt0050330",7.5
"4477","tt0050347",7.2
"4478","tt0050356",7.6
"4479","tt0050359",7.6
"4480","tt0050371",8.2
"4481","tt0050379",5.9
"4482","tt0050381",5.4
"4483","tt0050383",7
"4484","tt0050393",6.3
"4485","tt0050397",6
"4486","tt0050398",7.5
"4487","tt0050407",7.1
"4488","tt0050414",3.5
"4489","tt0050419",7.1
"4490","tt0050432",4.2
"4491","tt0050435",6.7
"4492","tt0050439",5.4
"4493","tt0050456",7.4
"4494","tt0050458",7.8
"4495","tt0050467",6.1
"4496","tt0050468",7.2
"4497","tt0050470",6.3
"4498","tt0050481",6.4
"4499","tt0050483",5.9
"4500","tt0050485",6.2
"4501","tt0050487",7.3
"4502","tt0050490",7.4
"4503","tt0050494",6.4
"4504","tt0050500",5.4
"4505","tt0050526",6.4
"4506","tt0050530",4.9
"4507","tt0050539",7.7
"4508","tt0050545",5.5
"4509","tt0050546",5.2
"4510","tt0050547",5.9
"4511","tt0050549",6.2
"4512","tt0050556",6.5
"4513","tt0050558",6.4
"4514","tt0050560",6.3
"4515","tt0050562",5.7
"4516","tt0050567",6.6
"4517","tt0050569",7.1
"4518","tt0050580",6.3
"4519","tt0050585",7.8
"4520","tt0050598",7.2
"4521","tt0050599",5.8
"4522","tt0050604",7.5
"4523","tt0050610",5.8
"4524","tt0050612",7.5
"4525","tt0050613",8.1
"4526","tt0050620",5.8
"4527","tt0050622",5.8
"4528","tt0050629",6.1
"4529","tt0050631",6.7
"4530","tt0050633",7.7
"4531","tt0050634",8.3
"4532","tt0050643",5.9
"4533","tt0050646",5.8
"4534","tt0050649",7.1
"4535","tt0050650",6.4
"4536","tt0050652",6.5
"4537","tt0050658",7.3
"4538","tt0050659",6.5
"4539","tt0050669",7.3
"4540","tt0050681",7.2
"4541","tt0050688",6.6
"4542","tt0050692",5.1
"4543","tt0050699",7.3
"4544","tt0050704",7
"4545","tt0050706",7.9
"4546","tt0050709",7.6
"4547","tt0050717",2.2
"4548","tt0050722",5.8
"4549","tt0050737",6.1
"4550","tt0050738",6.3
"4551","tt0050746",7.4
"4552","tt0050749",6.9
"4553","tt0050762",7.5
"4554","tt0050763",6.7
"4555","tt0050766",7.6
"4556","tt0050771",7.3
"4557","tt0050781",6.8
"4558","tt0050782",7.8
"4559","tt0050783",8.1
"4560","tt0050798",7.3
"4561","tt0050800",7.5
"4562","tt0050803",7.2
"4563","tt0050805",6.5
"4564","tt0050813",7
"4565","tt0050814",6.8
"4566","tt0050815",6.8
"4567","tt0050817",6.4
"4568","tt0050820",7.2
"4569","tt0050825",8.4
"4570","tt0050832",5.6
"4571","tt0050837",7.3
"4572","tt0050839",7.2
"4573","tt0050840",5.9
"4574","tt0050841",6.1
"4575","tt0050854",7
"4576","tt0050858",5.8
"4577","tt0050861",6.7
"4578","tt0050870",8.5
"4579","tt0050873",7
"4580","tt0050882",6.4
"4581","tt0050894",6.9
"4582","tt0050902",6.9
"4583","tt0050912",5.7
"4584","tt0050915",6.8
"4585","tt0050919",7.4
"4586","tt0050928",6.4
"4587","tt0050933",7.2
"4588","tt0050944",5.8
"4589","tt0050954",6.3
"4590","tt0050957",3.2
"4591","tt0050960",5.2
"4592","tt0050961",6.8
"4593","tt0050963",6.4
"4594","tt0050972",6.9
"4595","tt0050974",6.6
"4596","tt0050976",8.2
"4597","tt0050983",7
"4598","tt0050985",7.1
"4599","tt0050986",8.2
"4600","tt0050987",7.8
"4601","tt0050993",6.6
"4602","tt0051003",7.2
"4603","tt0051015",5.8
"4604","tt0051016",4.9
"4605","tt0051019",7.1
"4606","tt0051020",4.9
"4607","tt0051028",6.3
"4608","tt0051036",8.2
"4609","tt0051047",7.4
"4610","tt0051051",7
"4611","tt0051055",7.2
"4612","tt0051065",7.9
"4613","tt0051066",5.7
"4614","tt0051074",6.8
"4615","tt0051076",7
"4616","tt0051077",7.2
"4617","tt0051080",6.2
"4618","tt0051082",7.8
"4619","tt0051083",7.3
"4620","tt0051087",7.4
"4621","tt0051090",7.6
"4622","tt0051093",8.3
"4623","tt0051114",6.3
"4624","tt0051128",4
"4625","tt0051133",6.3
"4626","tt0051134",2.7
"4627","tt0051136",5.7
"4628","tt0051139",3.3
"4629","tt0051141",6.5
"4630","tt0051143",6.2
"4631","tt0051149",5.9
"4632","tt0051150",5.8
"4633","tt0051172",7.5
"4634","tt0051175",7.2
"4635","tt0051182",6.7
"4636","tt0051184",6.3
"4637","tt0051193",7.1
"4638","tt0051196",7.1
"4639","tt0051198",6.8
"4640","tt0051201",8.4
"4641","tt0051204",7.3
"4642","tt0051207",7.5
"4643","tt0051211",7
"4644","tt0051214",6.7
"4645","tt0051221",6.6
"4646","tt0051226",5.1
"4647","tt0051337",7.1
"4648","tt0051343",7.8
"4649","tt0051349",5.4
"4650","tt0051361",7.1
"4651","tt0051362",6.8
"4652","tt0051365",7.7
"4653","tt0051369",5.7
"4654","tt0051372",7.7
"4655","tt0051378",8
"4656","tt0051380",5
"4657","tt0051381",4.7
"4658","tt0051383",8
"4659","tt0051390",7.8
"4660","tt0051393",6.5
"4661","tt0051394",5.6
"4662","tt0051404",7.2
"4663","tt0051406",6.9
"4664","tt0051411",7.9
"4665","tt0051413",6.1
"4666","tt0051418",6.4
"4667","tt0051422",5.4
"4668","tt0051429",6.9
"4669","tt0051430",5.9
"4670","tt0051431",5.2
"4671","tt0051432",4
"4672","tt0051433",7
"4673","tt0051435",6.8
"4674","tt0051436",6.6
"4675","tt0051437",7
"4676","tt0051454",7.3
"4677","tt0051459",8.1
"4678","tt0051469",7.1
"4679","tt0051477",6.5
"4680","tt0051482",6.2
"4681","tt0051496",6.8
"4682","tt0051501",6.5
"4683","tt0051507",4.8
"4684","tt0051516",7.2
"4685","tt0051519",6.5
"4686","tt0051525",7.7
"4687","tt0051530",6.8
"4688","tt0051534",6.6
"4689","tt0051542",6.5
"4690","tt0051554",7.4
"4691","tt0051565",7
"4692","tt0051570",4.1
"4693","tt0051572",6.2
"4694","tt0051579",6.9
"4695","tt0051584",7.2
"4696","tt0051600",7.5
"4697","tt0051605",6.1
"4698","tt0051622",7.1
"4699","tt0051629",6.2
"4700","tt0051630",4.7
"4701","tt0051636",7
"4702","tt0051638",5.1
"4703","tt0051644",5.9
"4704","tt0051649",6.5
"4705","tt0051658",6.8
"4706","tt0051665",5.9
"4707","tt0051666",6.7
"4708","tt0051667",6.8
"4709","tt0051683",6
"4710","tt0051688",6.2
"4711","tt0051690",7
"4712","tt0051692",5.5
"4713","tt0051706",6.3
"4714","tt0051713",7.2
"4715","tt0051720",8
"4716","tt0051724",6.3
"4717","tt0051725",5.8
"4718","tt0051732",7.2
"4719","tt0051739",7.6
"4720","tt0051744",6.9
"4721","tt0051745",6.7
"4722","tt0051746",5.3
"4723","tt0051750",6.5
"4724","tt0051753",7.3
"4725","tt0051754",7.2
"4726","tt0051755",6.3
"4727","tt0051756",6.4
"4728","tt0051758",7.5
"4729","tt0051759",6.9
"4730","tt0051773",6.8
"4731","tt0051776",7.3
"4732","tt0051786",6.1
"4733","tt0051790",7.7
"4734","tt0051792",8.1
"4735","tt0051807",6.8
"4736","tt0051808",8.1
"4737","tt0051816",6.7
"4738","tt0051818",7
"4739","tt0051827",7.2
"4740","tt0051828",6.9
"4741","tt0051834",7.5
"4742","tt0051840",5.8
"4743","tt0051844",5.6
"4744","tt0051845",7.4
"4745","tt0051848",6.8
"4746","tt0051849",6.5
"4747","tt0051851",7.5
"4748","tt0051852",6.9
"4749","tt0051866",7.4
"4750","tt0051876",6.9
"4751","tt0051878",7.5
"4752","tt0051879",7.2
"4753","tt0051881",5.3
"4754","tt0051885",5.8
"4755","tt0051887",6.4
"4756","tt0051891",5.5
"4757","tt0051899",7.2
"4758","tt0051911",6.3
"4759","tt0051913",7
"4760","tt0051915",7.1
"4761","tt0051927",8.3
"4762","tt0051936",6.4
"4763","tt0051947",5.3
"4764","tt0051951",4.3
"4765","tt0051955",7.6
"4766","tt0051959",7.4
"4767","tt0051964",7.2
"4768","tt0051978",6.5
"4769","tt0051980",8
"4770","tt0051983",8
"4771","tt0051993",3.1
"4772","tt0051994",7.9
"4773","tt0052002",7.3
"4774","tt0052005",7.7
"4775","tt0052006",6.3
"4776","tt0052013",7
"4777","tt0052016",6.7
"4778","tt0052017",7.7
"4779","tt0052027",7
"4780","tt0052030",6
"4781","tt0052033",7.1
"4782","tt0052037",7
"4783","tt0052047",5.8
"4784","tt0052050",7.1
"4785","tt0052063",7.8
"4786","tt0052073",7.5
"4787","tt0052077",4
"4788","tt0052080",7.9
"4789","tt0052103",5.4
"4790","tt0052104",4.6
"4791","tt0052106",6.8
"4792","tt0052117",6
"4793","tt0052126",6.9
"4794","tt0052131",5.7
"4795","tt0052135",6.7
"4796","tt0052138",7.3
"4797","tt0052141",6.8
"4798","tt0052148",6.5
"4799","tt0052151",7.4
"4800","tt0052156",2.8
"4801","tt0052168",5.8
"4802","tt0052169",3.4
"4803","tt0052182",7.5
"4804","tt0052188",2.5
"4805","tt0052190",6.9
"4806","tt0052191",6.1
"4807","tt0052199",7.2
"4808","tt0052216",8
"4809","tt0052218",7.5
"4810","tt0052225",6.9
"4811","tt0052227",3.6
"4812","tt0052233",7.2
"4813","tt0052234",7.2
"4814","tt0052235",6.2
"4815","tt0052242",6.5
"4816","tt0052255",7
"4817","tt0052270",7.1
"4818","tt0052275",5.3
"4819","tt0052276",6.1
"4820","tt0052278",7.1
"4821","tt0052279",3
"4822","tt0052281",7.4
"4823","tt0052283",7
"4824","tt0052286",2.5
"4825","tt0052287",6.8
"4826","tt0052289",3.4
"4827","tt0052295",6.8
"4828","tt0052296",7.8
"4829","tt0052303",6.4
"4830","tt0052311",8.1
"4831","tt0052318",7.2
"4832","tt0052320",4.9
"4833","tt0052325",6
"4834","tt0052343",6.3
"4835","tt0052352",6.2
"4836","tt0052354",6.9
"4837","tt0052357",8.4
"4838","tt0052363",6.2
"4839","tt0052365",7.1
"4840","tt0052374",7.5
"4841","tt0052378",3.3
"4842","tt0052382",6.9
"4843","tt0052389",5.6
"4844","tt0052393",5.8
"4845","tt0052394",2.1
"4846","tt0052395",6.7
"4847","tt0052415",7.3
"4848","tt0052427",6.5
"4849","tt0052529",6.1
"4850","tt0052543",6.8
"4851","tt0052545",6.5
"4852","tt0052549",5.5
"4853","tt0052553",7.3
"4854","tt0052556",7.3
"4855","tt0052561",8.1
"4856","tt0052563",5.8
"4857","tt0052564",5.2
"4858","tt0052570",4.4
"4859","tt0052572",8.3
"4860","tt0052575",7.3
"4861","tt0052587",5.2
"4862","tt0052589",7.1
"4863","tt0052595",6
"4864","tt0052600",8.1
"4865","tt0052602",6.1
"4866","tt0052604",5.1
"4867","tt0052606",5.7
"4868","tt0052607",6.8
"4869","tt0052609",4.1
"4870","tt0052610",5.5
"4871","tt0052611",5.8
"4872","tt0052618",8.1
"4873","tt0052619",6.4
"4874","tt0052626",6.3
"4875","tt0052631",6.7
"4876","tt0052634",6.9
"4877","tt0052639",6.8
"4878","tt0052644",7
"4879","tt0052646",4.2
"4880","tt0052654",7.8
"4881","tt0052655",6.8
"4882","tt0052662",6.7
"4883","tt0052667",6
"4884","tt0052673",7.1
"4885","tt0052676",6.3
"4886","tt0052680",6.5
"4887","tt0052696",6.4
"4888","tt0052698",7.5
"4889","tt0052700",7.5
"4890","tt0052708",7.4
"4891","tt0052713",6.9
"4892","tt0052719",2.2
"4893","tt0052722",7.2
"4894","tt0052724",7.3
"4895","tt0052733",6.9
"4896","tt0052738",7.4
"4897","tt0052749",6.5
"4898","tt0052765",7
"4899","tt0052780",7
"4900","tt0052781",7.4
"4901","tt0052782",4.4
"4902","tt0052786",7.7
"4903","tt0052792",6.6
"4904","tt0052793",7
"4905","tt0052794",6.6
"4906","tt0052805",5.5
"4907","tt0052809",7.3
"4908","tt0052811",7.1
"4909","tt0052812",6.6
"4910","tt0052818",6.9
"4911","tt0052832",7.2
"4912","tt0052837",6.9
"4913","tt0052844",4.9
"4914","tt0052846",3.3
"4915","tt0052847",6.7
"4916","tt0052849",2.6
"4917","tt0052850",3.1
"4918","tt0052861",8.3
"4919","tt0052876",7.2
"4920","tt0052877",6.7
"4921","tt0052880",5.9
"4922","tt0052888",3.8
"4923","tt0052891",2.6
"4924","tt0052893",8
"4925","tt0052896",6.3
"4926","tt0052897",5.8
"4927","tt0052902",7.2
"4928","tt0052905",7
"4929","tt0052906",5.6
"4930","tt0052911",7.3
"4931","tt0052918",7.9
"4932","tt0052920",4.7
"4933","tt0052921",6.8
"4934","tt0052923",7.5
"4935","tt0052924",6.8
"4936","tt0052929",5
"4937","tt0052932",5.1
"4938","tt0052933",6.6
"4939","tt0052934",6.1
"4940","tt0052939",7.5
"4941","tt0052948",7.1
"4942","tt0052950",7
"4943","tt0052954",8.2
"4944","tt0052957",7.1
"4945","tt0052961",7.7
"4946","tt0052969",3.9
"4947","tt0052990",7.1
"4948","tt0052992",6.8
"4949","tt0052993",7.4
"4950","tt0052997",7.5
"4951","tt0053001",6.7
"4952","tt0053002",6.9
"4953","tt0053003",7.2
"4954","tt0053017",6.7
"4955","tt0053032",6.7
"4956","tt0053039",7.6
"4957","tt0053041",6.4
"4958","tt0053044",6.4
"4959","tt0053045",6.2
"4960","tt0053050",7.4
"4961","tt0053054",7
"4962","tt0053065",7.3
"4963","tt0053072",3.6
"4964","tt0053084",7
"4965","tt0053085",6.8
"4966","tt0053106",7.9
"4967","tt0053108",5.9
"4968","tt0053114",8.6
"4969","tt0053115",8.5
"4970","tt0053121",8
"4971","tt0053125",8.4
"4972","tt0053126",7.2
"4973","tt0053131",7.6
"4974","tt0053133",7.4
"4975","tt0053134",7.9
"4976","tt0053137",7.3
"4977","tt0053143",7.3
"4978","tt0053146",7.5
"4979","tt0053168",7.8
"4980","tt0053172",7.5
"4981","tt0053176",7.9
"4982","tt0053182",7.4
"4983","tt0053183",7.1
"4984","tt0053198",8.1
"4985","tt0053213",2.5
"4986","tt0053214",6.7
"4987","tt0053217",7
"4988","tt0053219",5.7
"4989","tt0053220",7.3
"4990","tt0053221",8
"4991","tt0053226",7.7
"4992","tt0053240",3.5
"4993","tt0053241",2.5
"4994","tt0053242",7.2
"4995","tt0053244",7.2
"4996","tt0053245",5.5
"4997","tt0053247",7.1
"4998","tt0053250",4.3
"4999","tt0053258",6.7
"5000","tt0053270",7.4
"5001","tt0053271",6.5
"5002","tt0053272",7.1
"5003","tt0053274",7.5
"5004","tt0053275",7
"5005","tt0053279",7.4
"5006","tt0053285",7.3
"5007","tt0053290",6.2
"5008","tt0053291",8.3
"5009","tt0053298",6.4
"5010","tt0053306",7.5
"5011","tt0053308",7.1
"5012","tt0053317",8.1
"5013","tt0053318",7.6
"5014","tt0053319",7.4
"5015","tt0053320",7
"5016","tt0053321",6
"5017","tt0053331",7.2
"5018","tt0053333",7.2
"5019","tt0053334",6.6
"5020","tt0053337",3.6
"5021","tt0053341",6.6
"5022","tt0053344",5.4
"5023","tt0053349",6.3
"5024","tt0053350",6.4
"5025","tt0053351",6.5
"5026","tt0053354",6.6
"5027","tt0053355",6.6
"5028","tt0053361",7.6
"5029","tt0053363",6.7
"5030","tt0053371",6.9
"5031","tt0053374",6.7
"5032","tt0053388",5.7
"5033","tt0053390",8
"5034","tt0053399",6.5
"5035","tt0053419",7.3
"5036","tt0053428",6.3
"5037","tt0053434",7.3
"5038","tt0053437",6.5
"5039","tt0053440",6.2
"5040","tt0053441",6.7
"5041","tt0053445",6.5
"5042","tt0053450",6.1
"5043","tt0053453",6.3
"5044","tt0053454",7
"5045","tt0053455",6.8
"5046","tt0053457",6.5
"5047","tt0053458",7.2
"5048","tt0053459",7.8
"5049","tt0053461",5.4
"5050","tt0053462",7.4
"5051","tt0053464",2.2
"5052","tt0053472",7.9
"5053","tt0053558",4.8
"5054","tt0053559",6.1
"5055","tt0053571",6.3
"5056","tt0053579",8.2
"5057","tt0053580",6.9
"5058","tt0053582",6
"5059","tt0053583",6.2
"5060","tt0053593",3.8
"5061","tt0053597",6.7
"5062","tt0053598",3
"5063","tt0053600",7.1
"5064","tt0053602",7.7
"5065","tt0053604",8.3
"5066","tt0053610",4.1
"5067","tt0053611",3.5
"5068","tt0053619",8
"5069","tt0053622",6.4
"5070","tt0053640",2.2
"5071","tt0053641",5.9
"5072","tt0053643",7.5
"5073","tt0053644",6.5
"5074","tt0053645",7.1
"5075","tt0053651",5.3
"5076","tt0053666",7.6
"5077","tt0053671",6.8
"5078","tt0053672",5.2
"5079","tt0053677",6.8
"5080","tt0053690",6.4
"5081","tt0053696",6.3
"5082","tt0053699",6.3
"5083","tt0053707",6.7
"5084","tt0053710",6.6
"5085","tt0053715",6.4
"5086","tt0053716",6
"5087","tt0053717",6.2
"5088","tt0053719",6.8
"5089","tt0053724",7.6
"5090","tt0053726",6.4
"5091","tt0053729",7.1
"5092","tt0053740",7
"5093","tt0053742",5.8
"5094","tt0053746",7.5
"5095","tt0053750",7.4
"5096","tt0053752",6.6
"5097","tt0053765",8
"5098","tt0053768",5
"5099","tt0053772",7.2
"5100","tt0053779",8.1
"5101","tt0053780",6.9
"5102","tt0053793",7.8
"5103","tt0053796",7.1
"5104","tt0053800",5.5
"5105","tt0053802",6.7
"5106","tt0053804",6.8
"5107","tt0053806",6.3
"5108","tt0053810",6.6
"5109","tt0053825",6.6
"5110","tt0053833",6.3
"5111","tt0053841",6.7
"5112","tt0053842",7.1
"5113","tt0053848",6.2
"5114","tt0053849",7.1
"5115","tt0053850",4.7
"5116","tt0053856",7.9
"5117","tt0053876",7.2
"5118","tt0053877",6.6
"5119","tt0053879",7.1
"5120","tt0053882",6.5
"5121","tt0053889",7.6
"5122","tt0053900",7.2
"5123","tt0053901",7.1
"5124","tt0053902",6.1
"5125","tt0053903",5.2
"5126","tt0053912",6.2
"5127","tt0053917",7.5
"5128","tt0053925",7
"5129","tt0053931",5.8
"5130","tt0053933",6.4
"5131","tt0053935",7.9
"5132","tt0053944",3
"5133","tt0053946",8.2
"5134","tt0053957",6.3
"5135","tt0053967",7.5
"5136","tt0053976",8.1
"5137","tt0053977",7.6
"5138","tt0053987",7.5
"5139","tt0053989",7.1
"5140","tt0053994",6.7
"5141","tt0054001",8
"5142","tt0054008",6.5
"5143","tt0054016",6.7
"5144","tt0054017",4.8
"5145","tt0054020",4.4
"5146","tt0054021",7.2
"5147","tt0054022",6.5
"5148","tt0054033",6.3
"5149","tt0054037",6.9
"5150","tt0054038",5.5
"5151","tt0054042",8.4
"5152","tt0054047",7.8
"5153","tt0054049",7.2
"5154","tt0054067",7.3
"5155","tt0054068",7.2
"5156","tt0054073",8.1
"5157","tt0054084",6.9
"5158","tt0054086",5.5
"5159","tt0054095",6.3
"5160","tt0054098",8.4
"5161","tt0054099",6.7
"5162","tt0054102",6.6
"5163","tt0054107",6.7
"5164","tt0054115",7.1
"5165","tt0054116",7.3
"5166","tt0054119",7.4
"5167","tt0054127",7
"5168","tt0054130",8
"5169","tt0054135",6.6
"5170","tt0054144",8.2
"5171","tt0054152",7.3
"5172","tt0054156",6.9
"5173","tt0054159",7.6
"5174","tt0054164",6.9
"5175","tt0054167",7.7
"5176","tt0054169",5.4
"5177","tt0054172",5.5
"5178","tt0054177",7.4
"5179","tt0054188",6.5
"5180","tt0054189",7.8
"5181","tt0054195",7.4
"5182","tt0054197",6.7
"5183","tt0054198",7.4
"5184","tt0054205",7.2
"5185","tt0054209",6.8
"5186","tt0054215",8.5
"5187","tt0054218",6.1
"5188","tt0054225",7.7
"5189","tt0054229",6.1
"5190","tt0054230",6.8
"5191","tt0054240",2.8
"5192","tt0054242",7.4
"5193","tt0054243",6.8
"5194","tt0054244",6.5
"5195","tt0054248",8.3
"5196","tt0054263",5.5
"5197","tt0054269",7.7
"5198","tt0054279",7.5
"5199","tt0054286",7
"5200","tt0054292",7.5
"5201","tt0054293",7.9
"5202","tt0054295",6.6
"5203","tt0054296",7
"5204","tt0054310",7.2
"5205","tt0054324",6
"5206","tt0054325",6.8
"5207","tt0054326",7.3
"5208","tt0054328",6.6
"5209","tt0054330",3.4
"5210","tt0054331",7.9
"5211","tt0054333",2.4
"5212","tt0054343",6.9
"5213","tt0054345",7.1
"5214","tt0054346",6.4
"5215","tt0054350",7.1
"5216","tt0054353",7.2
"5217","tt0054354",7.1
"5218","tt0054357",7.2
"5219","tt0054358",6.3
"5220","tt0054366",7.2
"5221","tt0054367",6
"5222","tt0054371",7.1
"5223","tt0054374",7
"5224","tt0054377",7.4
"5225","tt0054380",6.9
"5226","tt0054387",7.6
"5227","tt0054389",7.6
"5228","tt0054393",4.2
"5229","tt0054403",7.1
"5230","tt0054407",8.5
"5231","tt0054412",7.7
"5232","tt0054413",7.7
"5233","tt0054415",2.8
"5234","tt0054416",6.5
"5235","tt0054417",7
"5236","tt0054425",7.4
"5237","tt0054426",7.1
"5238","tt0054428",6.7
"5239","tt0054433",5.4
"5240","tt0054442",7.3
"5241","tt0054443",7.3
"5242","tt0054444",7.2
"5243","tt0054446",6.1
"5244","tt0054452",7.6
"5245","tt0054453",6.3
"5246","tt0054460",8.1
"5247","tt0054462",4.6
"5248","tt0054469",6.7
"5249","tt0054473",6.8
"5250","tt0054476",7.7
"5251","tt0054481",5.1
"5252","tt0054483",7.1
"5253","tt0054494",7.1
"5254","tt0054495",7.7
"5255","tt0054594",6.8
"5256","tt0054599",7.8
"5257","tt0054601",6.7
"5258","tt0054614",7.1
"5259","tt0054615",6.2
"5260","tt0054628",6.2
"5261","tt0054632",7.9
"5262","tt0054640",7
"5263","tt0054642",5.5
"5264","tt0054649",6.3
"5265","tt0054651",5.9
"5266","tt0054652",6.3
"5267","tt0054653",6.8
"5268","tt0054665",7.7
"5269","tt0054673",2.3
"5270","tt0054678",6.8
"5271","tt0054687",7.6
"5272","tt0054691",3.1
"5273","tt0054692",6.1
"5274","tt0054697",7.3
"5275","tt0054698",7.7
"5276","tt0054701",7.2
"5277","tt0054709",7.6
"5278","tt0054724",3.2
"5279","tt0054731",7.5
"5280","tt0054734",7.2
"5281","tt0054743",7.8
"5282","tt0054745",7.6
"5283","tt0054749",7.9
"5284","tt0054750",6.8
"5285","tt0054753",4.2
"5286","tt0054756",5.9
"5287","tt0054757",6.9
"5288","tt0054758",6.7
"5289","tt0054759",7.1
"5290","tt0054763",7
"5291","tt0054768",3.4
"5292","tt0054777",6.8
"5293","tt0054780",7.8
"5294","tt0054790",7.2
"5295","tt0054795",6.1
"5296","tt0054803",7.7
"5297","tt0054805",6.5
"5298","tt0054817",5.7
"5299","tt0054821",7.9
"5300","tt0054826",6.1
"5301","tt0054827",3.9
"5302","tt0054845",7.3
"5303","tt0054847",7.3
"5304","tt0054850",6.4
"5305","tt0054851",3.9
"5306","tt0054853",6.5
"5307","tt0054861",6.9
"5308","tt0054866",7
"5309","tt0054870",7.5
"5310","tt0054873",6.4
"5311","tt0054880",5
"5312","tt0054881",5.4
"5313","tt0054885",7
"5314","tt0054890",6.7
"5315","tt0054892",6.5
"5316","tt0054898",6.2
"5317","tt0054923",5.7
"5318","tt0054936",7
"5319","tt0054938",5.6
"5320","tt0054944",7.4
"5321","tt0054950",4.3
"5322","tt0054953",7.6
"5323","tt0054963",5.8
"5324","tt0054965",7.6
"5325","tt0054968",7.1
"5326","tt0054988",6.9
"5327","tt0054989",6.2
"5328","tt0054991",6.7
"5329","tt0054997",8
"5330","tt0055018",7.9
"5331","tt0055019",7.7
"5332","tt0055022",6.2
"5333","tt0055024",6.8
"5334","tt0055031",8.2
"5335","tt0055032",7.9
"5336","tt0055038",7.9
"5337","tt0055047",7.1
"5338","tt0055048",5.9
"5339","tt0055052",8
"5340","tt0055058",3.9
"5341","tt0055059",7.2
"5342","tt0055069",6.5
"5343","tt0055073",6.8
"5344","tt0055074",6.1
"5345","tt0055082",7.8
"5346","tt0055093",7.6
"5347","tt0055100",7.3
"5348","tt0055106",4.8
"5349","tt0055114",5
"5350","tt0055118",5.3
"5351","tt0055119",6.6
"5352","tt0055124",6.8
"5353","tt0055140",6.2
"5354","tt0055146",7.5
"5355","tt0055151",6
"5356","tt0055152",6
"5357","tt0055153",7.7
"5358","tt0055178",5.7
"5359","tt0055184",7.4
"5360","tt0055198",6.6
"5361","tt0055200",6.7
"5362","tt0055205",7.4
"5363","tt0055207",6.8
"5364","tt0055214",6.7
"5365","tt0055230",6.4
"5366","tt0055232",7
"5367","tt0055233",8.8
"5368","tt0055234",7.3
"5369","tt0055241",6.5
"5370","tt0055253",6.5
"5371","tt0055254",7.2
"5372","tt0055256",8
"5373","tt0055257",7.2
"5374","tt0055264",5.1
"5375","tt0055266",6.8
"5376","tt0055277",7.1
"5377","tt0055278",6.7
"5378","tt0055279",6.6
"5379","tt0055283",7
"5380","tt0055294",3.3
"5381","tt0055304",7.1
"5382","tt0055309",7.4
"5383","tt0055310",8.3
"5384","tt0055312",7.3
"5385","tt0055320",8.1
"5386","tt0055336",7.2
"5387","tt0055353",8.1
"5388","tt0055370",5.9
"5389","tt0055380",1.5
"5390","tt0055382",6.6
"5391","tt0055383",6.6
"5392","tt0055399",7.5
"5393","tt0055408",3.3
"5394","tt0055409",5.5
"5395","tt0055421",6.4
"5396","tt0055423",6.1
"5397","tt0055452",2.4
"5398","tt0055453",6
"5399","tt0055458",5.3
"5400","tt0055459",5.1
"5401","tt0055464",6.9
"5402","tt0055468",7.2
"5403","tt0055471",7.8
"5404","tt0055489",7.8
"5405","tt0055490",6.5
"5406","tt0055499",8.1
"5407","tt0055503",6.6
"5408","tt0055505",7.4
"5409","tt0055506",7.6
"5410","tt0055508",8.1
"5411","tt0055526",6
"5412","tt0055534",7
"5413","tt0055536",6.7
"5414","tt0055539",7.3
"5415","tt0055551",7.7
"5416","tt0055557",5.1
"5417","tt0055558",6.8
"5418","tt0055562",2
