"","tconst","movielensid","primaryTitle","startYear","runtimeMinutes"
"7059","tt0064068",96413,"funeral parade of roses",1969,"105"
"7060","tt0064072",6441,"battle of britain",1969,"132"
"7061","tt0064073",71300,"the conspiracy of torture",1969,"99"
"7062","tt0064074",170675,"the bed sitting room",1969,"90"
"7063","tt0064086",140142,"bhuvan shome",1969,"96"
"7064","tt0064088",124725,"the big cube",1969,"98"
"7065","tt0064091",134538,"the battle on the river neretva",1969,"175"
"7066","tt0064100",8571,"bob & carol & ted & alice",1969,"105"
"7067","tt0064103",168084,"the bookseller gave up bathing",1969,"99"
"7068","tt0064106",8608,"le boucher",1970,"93"
"7069","tt0064107",48059,"a boy named charlie brown",1969,"86"
"7070","tt0064110",3372,"the bridge at remagen",1969,"115"
"7071","tt0064115",1304,"butch cassidy and the sundance kid",1969,"110"
"7072","tt0064116",1209,"once upon a time in the west",1968,"164"
"7073","tt0064117",5354,"cactus flower",1969,"103"
"7074","tt0064118",7336,"the damned",1969,"156"
"7075","tt0064121",145919,"comrades",1970,"85"
"7076","tt0064122",26202,"camille 2000",1969,"115"
"7077","tt0064123",100465,"can heironymus merkin ever forget mercy humppe and find true happiness?",1969,"107"
"7078","tt0064126",132440,"french intrigue",1970,"95"
"7079","tt0064132",152366,"carry on again doctor",1969,"89"
"7080","tt0064133",176025,"carry on camping",1969,"88"
"7081","tt0064137",8789,"castle keep",1969,"107"
"7082","tt0064145",129470,"certain, very certain, as a matter of fact... probable",1969,"120"
"7083","tt0064146",131104,"the brain",1969,"115"
"7084","tt0064155",140517,"charro!",1969,"98"
"7085","tt0064158",121344,"che!",1969,"96"
"7086","tt0064160",137549,"cherry, harry & raquel!",1970,"71"
"7087","tt0064165",127260,"the things of life",1970,"89"
"7088","tt0064169",31983,"the sicilian clan",1969,"122"
"7089","tt0064175",160604,"boot hill",1969,"100"
"7090","tt0064177",26203,"colossus: the forbin project",1970,"100"
"7091","tt0064179",100001,"the comic",1969,"94"
"7092","tt0064180",3542,"coming apart",1969,"110"
"7093","tt0064186",122141,"so sweet... so perverse",1969,"92"
"7094","tt0064188",145230,"crescendo",1970,"96"
"7095","tt0064192",132052,"sophie's place",1969,"106"
"7096","tt0064193",132678,"crossplot",1969,"96"
"7097","tt0064203",68515,"czlowiek z m-3",1969,"92"
"7098","tt0064208",26204,"death rides a horse",1967,"120"
"7099","tt0064223",129917,"the dependent",1969,"87"
"7100","tt0064225",153730,"last known address",1970,"105"
"7101","tt0064226",161210,"a bullet for sandoval",1969,"105"
"7102","tt0064227",79644,"the desperados",1969,"91"
"7103","tt0064240",68574,"django the bastard",1969,"107"
"7104","tt0064243",122137,"the sweet body of deborah",1968,"95"
"7105","tt0064247",95205,"don't drink the water",1969,"100"
"7106","tt0064253",58439,"downhill racer",1969,"101"
"7107","tt0064256",59805,"antonio das mortes",1969,"100"
"7108","tt0064259",131186,"a dream of kings",1969,"107"
"7109","tt0064265",147662,"return of the one-armed swordsman",1969,"101"
"7110","tt0064268",119659,"a nest of gentry",1969,"111"
"7111","tt0064269",117513,"jamilya",1969,"83"
"7112","tt0064273",142348,"and god said to cain",1970,"109"
"7113","tt0064275",160064,"four came to kill sartana",1969,"97"
"7114","tt0064276",3168,"easy rider",1969,"95"
"7115","tt0064285",4712,"the wild child",1970,"83"
"7116","tt0064294",157923,"la horse",1970,"90"
"7117","tt0064296",83569,"eros + massacre",1969,"202"
"7118","tt0064300",71458,"the 5-man army",1969,"105"
"7119","tt0064310",112614,"eye of the cat",1969,"102"
"7120","tt0064323",6072,"the unfaithful wife",1969,"98"
"7121","tt0064324",120793,"les femmes",1969,"86"
"7122","tt0064329",112353,"a fine pair",1968,"113"
"7123","tt0064336",170325,"flor marchita",1969,"105"
"7124","tt0064337",154742,"the flying dagger",1969,"103"
"7125","tt0064338",127068,"sax rohmer's the castle of fu manchu",1969,"92"
"7126","tt0064343",138732,"four rode out",1970,"99"
"7127","tt0064353",98253,"samurai banners",1969,"165"
"7128","tt0064356",91858,"the cow",1969,"104"
"7129","tt0064360",108895,"gamera vs. guiron",1969,"82"
"7130","tt0064363",3603,"the gay deceivers",1969,"97"
"7131","tt0064371",111126,"the gladiators",1969,"102"
"7132","tt0064373",5639,"all monsters attack",1969,"69"
"7133","tt0064379",65277,"the good guys and the bad guys",1969,"91"
"7134","tt0064381",8725,"goodbye, columbus",1969,"102"
"7135","tt0064382",26205,"goodbye, mr. chips",1969,"155"
"7136","tt0064386",71931,"the fifth day of peace",1970,"110"
"7137","tt0064387",63391,"goyokin",1969,"124"
"7138","tt0064390",101104,"le grand amour",1969,"87"
"7139","tt0064393",110181,"the green slime",1968,"90"
"7140","tt0064395",8678,"guns of the magnificent seven",1969,"105"
"7141","tt0064397",5586,"the gypsy moths",1969,"107"
"7142","tt0064400",90704,"hamlet",1969,"117"
"7143","tt0064405",83821,"the happy ending",1969,"117"
"7144","tt0064406",124386,"hard contract",1969,"106"
"7145","tt0064407",153248,"harry munter",1969,"101"
"7146","tt0064409",122677,"heaven with a gun",1969,"101"
"7147","tt0064417",32156,"hello down there",1969,"88"
"7148","tt0064418",6732,"hello, dolly!",1969,"146"
"7149","tt0064425",134659,"hibernatus",1969,"82"
"7150","tt0064429",86536,"high school",1969,"75"
"7151","tt0064437",6610,"the honeymoon killers",1970,"108"
"7152","tt0064448",124029,"house of cards",1969,"105"
"7153","tt0064449",133515,"how to commit marriage",1969,"95"
"7154","tt0064451",32511,"a touch of zen",1971,"200"
"7155","tt0064462",127640,"i start counting",1970,"105"
"7156","tt0064465",162318,"ice",1970,"130"
"7157","tt0064470",106245,"latitude zero",1969,"89"
"7158","tt0064471",122819,"if it's tuesday, this must be belgium",1969,"98"
"7159","tt0064473",44234,"the illustrated man",1969,"103"
"7160","tt0064482",52570,"in the year of the pig",1968,"103"
"7161","tt0064490",169486,"invasion",1969,"123"
"7162","tt0064494",132530,"eugenie",1970,"87"
"7163","tt0064498",173341,"the toth family",1969,"95"
"7164","tt0064505",6893,"the italian job",1969,"99"
"7165","tt0064506",146112,"ittefaq",1969,"104"
"7166","tt0064519",26206,"journey to the far side of the sun",1969,"101"
"7167","tt0064535",161948,"the kashmiri run",1970,"99"
"7168","tt0064536",49929,"katzelmacher",1969,"88"
"7169","tt0064541",33288,"kes",1969,"111"
"7170","tt0064542",134611,"kevade",1969,"84"
"7171","tt0064546",103838,"witchhammer",1970,"103"
"7172","tt0064552",152483,"die konferenz der tiere",1969,"93"
"7173","tt0064553",80109,"king lear",1971,"139"
"7174","tt0064555",32625,"krakatoa: east of java",1968,"131"
"7175","tt0064558",100741,"sixtynine",1969,"98"
"7176","tt0064563",140072,"ur kärlekens språk",1969,"98"
"7177","tt0064570",90634,"lalka",1968,"139"
"7178","tt0064571",148198,"eagles over london",1969,"110"
"7179","tt0064573",26207,"last summer",1969,"95"
"7180","tt0064574",146503,"the last of the mobile hot shots",1970,"100"
"7181","tt0064579",125237,"the learning tree",1969,"107"
"7182","tt0064588",81054,"love is colder than death",1969,"88"
"7183","tt0064590",133327,"linda and abilene",1969,"91"
"7184","tt0064591",175611,"lions love (... and lies)",1969,"110"
"7185","tt0064593",171627,"the virgin's bed",1969,"114"
"7186","tt0064598",111694,"lola",1970,"98"
"7187","tt0064602",154315,"the lost man",1969,"122"
"7188","tt0064603",1010,"the love bug",1968,"108"
"7189","tt0064606",111505,"the love god?",1969,"101"
"7190","tt0064611",151467,"una lunga fila di croci",1969,"97"
"7191","tt0064612",26208,"my night at maud's",1969,"110"
"7192","tt0064615",3806,"mackenna's gold",1969,"128"
"7193","tt0064616",153484,"macunaima",1969,"110"
"7194","tt0064620",171511,"honeycomb",1969,"102"
"7195","tt0064622",26209,"the magic christian",1969,"92"
"7196","tt0064624",130604,"maid in sweden",1971,"80"
"7197","tt0064625",130812,"maidstone",1970,"110"
"7198","tt0064626",129382,"devil in the flesh",1969,"83"
"7199","tt0064627",132288,"the maltese bippy",1969,"92"
"7200","tt0064629",101636,"a man called gannon",1968,"105"
"7201","tt0064638",26210,"marlowe",1969,"96"
"7202","tt0064639",7239,"marooned",1969,"134"
"7203","tt0064640",88317,"a married couple",1969,"97"
"7204","tt0064645",7808,"mayerling",1968,"140"
"7205","tt0064651",162616,"me, natalie",1969,"111"
"7206","tt0064652",5000,"medium cool",1969,"111"
"7207","tt0064660",145414,"metti, una sera a cena",1969,"125"
"7208","tt0064662",150421,"michael kohlhaas - der rebell",1969,"99"
"7209","tt0064665",1952,"midnight cowboy",1969,"113"
"7210","tt0064674",96578,"mr. freedom",1968,"95"
"7211","tt0064679",91715,"model shop",1969,"97"
"7212","tt0064680",153168,"vedreba",1967,"72"
"7213","tt0064683",87915,"mondo trasho",1969,"95"
"7214","tt0064684",105379,"the monitors",1969,"92"
"7215","tt0064688",107236,"those daring young men in their jaunty jalopies",1969,"125"
"7216","tt0064689",7979,"monterey pop",1968,"78"
"7217","tt0064691",124855,"moon zero two",1969,"100"
"7218","tt0064694",26211,"more",1969,"112"
"7219","tt0064695",68647,"more dead than alive",1969,"101"
"7220","tt0064699",122733,"mosquito squadron",1969,"90"
"7221","tt0064704",122437,"girly",1970,"102"
"7222","tt0064706",167244,"my girlfriend's wedding",1969,"60"
"7223","tt0064708",7774,"my side of the mountain",1969,"100"
"7224","tt0064714",92348,"puss in boots",1969,"80"
"7225","tt0064727",161440,"the bloody judge",1970,"96"
"7226","tt0064728",8652,"the night of the following day",1969,"93"
"7227","tt0064729",153466,"nightmare in wax",1969,"96"
"7228","tt0064740",143797,"il giovane normale",1969,"98"
"7229","tt0064747",116909,"the oblong box",1969,"96"
"7230","tt0064754",61434,"oh! what a lovely war",1969,"144"
"7231","tt0064757",3633,"on her majesty's secret service",1969,"142"
"7232","tt0064777",77783,"am i trying",1969,"91"
"7233","tt0064781",153126,"fruit of paradise",1970,"99"
"7234","tt0064782",4709,"paint your wagon",1969,"158"
"7235","tt0064787",133093,"a quiet place to kill",1970,"94"
"7236","tt0064793",7328,"the passion of anna",1969,"101"
"7237","tt0064797",117918,"pendulum",1969,"102"
"7238","tt0064806",8015,"the phantom tollbooth",1970,"90"
"7239","tt0064815",153312,"pirosmani",1969,"105"
"7240","tt0064816",56432,"the swimming pool",1969,"122"
"7241","tt0064820",112064,"the plot against harry",1989,"81"
"7242","tt0064828",76776,"porcile",1969,"99"
"7243","tt0064840",8754,"the prime of miss jean brodie",1969,"116"
"7244","tt0064855",53880,"putney swope",1969,"84"
"7245","tt0064860",62385,"ace high",1968,"132"
"7246","tt0064861",6456,"this man must die",1969,"110"
"7247","tt0064865",155271,"the battle of the damned",1969,"79"
"7248","tt0064866",32719,"burn!",1969,"132"
"7249","tt0064873",78955,"the rain people",1969,"101"
"7250","tt0064881",110739,"the reckoning",1970,"111"
"7251","tt0064886",26213,"the reivers",1969,"112"
"7252","tt0064888",145014,"the house that screamed",1970,"99"
"7253","tt0064893",8388,"ring of bright water",1969,"107"
"7254","tt0064895",132390,"riot",1969,"96"
"7255","tt0064904",3772,"a hatchet for the honeymoon",1970,"88"
"7256","tt0064905",161262,"rote sonne",1970,"89"
"7257","tt0064916",121221,"sabata",1969,"111"
"7258","tt0064921",8797,"salesman",1969,"85"
"7259","tt0064924",130692,"sam's song",1969,"89"
"7260","tt0064939",137543,"satan's sadists",1969,"86"
"7261","tt0064940",4282,"fellini's satyricon",1969,"129"
"7262","tt0064952",74575,"the secret of santa vittoria",1969,"139"
"7263","tt0064959",137642,"the seed of man",1969,"113"
"7264","tt0064961",172941,"sen'ya ichiya monogatari",1969,"128"
"7265","tt0064964",144882,"overrun!",1970,"100"
"7266","tt0064975",32957,"double suicide",1969,"142"
"7267","tt0064988",140567,"sinful davey",1969,"95"
"7268","tt0064990",43762,"mississippi mermaid",1969,"123"
"7269","tt0064994",86476,"larks on a string",1990,"94"
"7270","tt0065000",139515,"slogan",1969,"90"
"7271","tt0065004",154632,"smutecní slavnost",1969,"70"
"7272","tt0065009",133935,"some girls do",1969,"88"
"7273","tt0065010",148339,"some kind of a nut",1969,"90"
"7274","tt0065019",128071,"i am sartana, your angel of death",1969,"102"
"7275","tt0065023",163446,"sotto il segno dello scorpione",1969,"100"
"7276","tt0065032",135909,"the stalking moon",1968,"109"
"7277","tt0065036",114873,"stereo (tile 3b of a caee educational mosaic)",1969,"65"
"7278","tt0065037",54220,"the sterile cuckoo",1969,"107"
"7279","tt0065043",175937,"the structure of crystal",1969,"74"
"7280","tt0065051",8039,"support your local sheriff!",1969,"92"
"7281","tt0065054",6245,"sweet charity",1969,"149"
"7282","tt0065063",1963,"take the money and run",1969,"85"
"7283","tt0065073",26214,"taste the blood of dracula",1970,"91"
"7284","tt0065075",167702,"el taxi de los conflictos",1969,"100"
"7285","tt0065079",122096,"tell them willie boy is here",1969,"98"
"7286","tt0065086",91395,"that cold day in the park",1969,"113"
"7287","tt0065088",3011,"they shoot horses, don't they?",1969,"129"
"7288","tt0065104",133463,"forgotten pistolero",1969,"80"
"7289","tt0065112",2179,"topaz",1969,"143"
"7290","tt0065119",155425,"a quiet place in the country",1968,"106"
"7291","tt0065120",151465,"three crosses not to die",1968,"98"
"7292","tt0065125",8817,"the trouble with girls",1969,"97"
"7293","tt0065126",3494,"true grit",1969,"128"
"7294","tt0065133",133561,"two gentlemen sharing",1969,"105"
"7295","tt0065134",6428,"two mules for sister sara",1970,"116"
"7296","tt0065138",158803,"winter wind",1969,"80"
"7297","tt0065143",41014,"the bird with the crystal plumage",1970,"98"
"7298","tt0065148",129317,"one on top of the other",1969,"97"
"7299","tt0065150",6462,"the undefeated",1969,"119"
"7300","tt0065152",86728,"a gentle woman",1969,"88"
"7301","tt0065161",154988,"la vacanza",1971,"101"
"7302","tt0065163",107877,"the valley of gwangi",1969,"96"
"7303","tt0065173",163444,"wind from the east",1970,"95"
"7304","tt0065178",129733,"la vida sigue igual",1969,"91"
"7305","tt0065180",134615,"viimne reliikvia",1969,"86"
"7306","tt0065184",124430,"viva max",1969,"93"
"7307","tt0065185",118744,"alive or preferably dead",1969,"103"
"7308","tt0065187",109927,"vodka, mr. palmu",1969,"100"
"7309","tt0065193",153342,"birds, orphans and fools",1969,"78"
"7310","tt0065198",105042,"the wedding party",1969,"92"
"7311","tt0065206",3850,"what ever happened to aunt alice?",1969,"101"
"7312","tt0065207",6808,"where eagles dare",1968,"158"
"7313","tt0065214",599,"the wild bunch",1969,"135"
"7314","tt0065215",95216,"winning",1969,"123"
"7315","tt0065217",176023,"the witchmaker",1969,"99"
"7316","tt0065224",134532,"wonderwall",1968,"92"
"7317","tt0065225",64645,"the wrecking crew",1968,"105"
"7318","tt0065226",133505,"wszystko na sprzedaz",1969,"105"
"7319","tt0065233",78358,"go, go, second time virgin",1969,"65"
"7320","tt0065234",5475,"z",1969,"127"
"7321","tt0065241",26215,"the joke",1969,"80"
"7322","tt0065243",118057,"the love factor",1969,"86"
"7323","tt0065360",26216,"...tick... tick... tick...",1970,"100"
"7324","tt0065361",128782,"12 + 1",1969,"90"
"7325","tt0065367",154035,"dig your grave friend... sabata's coming",1971,"88"
"7326","tt0065374",129814,"the adventurers",1970,"171"
"7327","tt0065377",2520,"airport",1970,"137"
"7328","tt0065378",155004,"may morning",1970,"101"
"7329","tt0065380",101954,"alex in wonderland",1970,"110"
"7330","tt0065391",56009,"the american soldier",1970,"80"
"7331","tt0065393",112508,"the friends",1971,"100"
"7332","tt0065396",85691,"reconstruction",1970,"100"
"7333","tt0065398",57282,"and soon the darkness",1970,"99"
"7334","tt0065400",100577,"the angel levine",1970,"104"
"7335","tt0065405",133661,"angels die hard",1970,"86"
"7336","tt0065407",160504,"the animals",1970,"86"
"7337","tt0065417",72846,"days and nights in the forest",1970,"115"
"7338","tt0065421",616,"the aristocats",1970,"78"
"7339","tt0065422",119808,"arizona colt returns",1970,"90"
"7340","tt0065436",3202,"even dwarfs started small",1970,"96"
"7341","tt0065439",114267,"the confession",1970,"139"
"7342","tt0065441",118778,"the baby maker",1970,"109"
"7343","tt0065446",7897,"the ballad of cable hogue",1970,"121"
"7344","tt0065451",113668,"barquero",1970,"115"
"7345","tt0065452",167828,"bartleby",1970,"78"
"7346","tt0065457",134043,"beg",1971,"196"
"7347","tt0065462",2530,"beneath the planet of the apes",1970,"95"
"7348","tt0065466",8196,"beyond the valley of the dolls",1970,"109"
"7349","tt0065470",145226,"bigfoot",1970,"84"
"7350","tt0065481",7958,"bloody mama",1970,"90"
"7351","tt0065484",94725,"bombay talkie",1970,"112"
"7352","tt0065486",126801,"borsalino",1970,"125"
"7353","tt0065488",7474,"the boys in the band",1970,"118"
"7354","tt0065489",139938,"brancaleone at the crusades",1970,"116"
"7355","tt0065491",76303,"mark of the devil",1970,"90"
"7356","tt0065492",26219,"brewster mccloud",1970,"105"
"7357","tt0065494",116082,"see you at mao",1970,"52"
"7358","tt0065499",128081,"have a good funeral, my friend... sartana will pay",1970,"91"
"7359","tt0065501",170559,"a bullet for pretty boy",1970,"89"
"7360","tt0065506",130656,"popsy pop",1971,"100"
"7361","tt0065509",128077,"sartana's here... trade your pistol for a coffin",1970,"93"
"7362","tt0065511",113176,"c.c. & company",1970,"94"
"7363","tt0065522",113549,"captain nemo and the underwater city",1969,"105"
"7364","tt0065524",152286,"carry on loving",1970,"88"
"7365","tt0065525",152109,"carry on up the jungle",1970,"89"
"7366","tt0065528",4349,"catch-22",1970,"122"
"7367","tt0065531",6920,"le cercle rouge",1970,"140"
"7368","tt0065537",5519,"change of habit",1969,"93"
"7369","tt0065541",90897,"chesty: a tribute to a legend",1976,"47"
"7370","tt0065542",57476,"the cheyenne social club",1970,"103"
"7371","tt0065547",6470,"chisum",1970,"111"
"7372","tt0065549",101431,"the christine jorgensen story",1970,"98"
"7373","tt0065550",129458,"the unholy four",1970,"95"
"7374","tt0065553",71426,"5 dolls for an august moon",1970,"88"
"7375","tt0065555",26220,"violent city",1970,"100"
"7376","tt0065566",2040,"the computer wore tennis shoes",1969,"91"
"7377","tt0065568",160048,"the weekend murders",1970,"98"
"7378","tt0065569",40422,"count dracula",1970,"98"
"7379","tt0065570",117674,"el condor",1970,"102"
"7380","tt0065571",2925,"the conformist",1970,"113"
"7381","tt0065577",136056,"le coppie",1970,"111"
"7382","tt0065579",82300,"cotton comes to harlem",1970,"97"
"7383","tt0065580",7886,"countess dracula",1971,"93"
"7384","tt0065584",128770,"safety catch",1970,"87"
"7385","tt0065591",114875,"crimes of the future",1970,"70"
"7386","tt0065593",8272,"cromwell",1970,"139"
"7387","tt0065595",130608,"crucible of horror",1971,"91"
"7388","tt0065597",33102,"cry of the banshee",1970,"91"
"7389","tt0065611",74547,"darling lili",1970,"136"
"7390","tt0065616",170145,"a day at the beach",1972,"93"
"7391","tt0065622",49902,"the decameron",1971,"111"
"7392","tt0065636",78742,"diary of a mad housewife",1970,"95"
"7393","tt0065640",155563,"il dio serpente",1970,"94"
"7394","tt0065641",152149,"dionysus in '69",1970,"85"
"7395","tt0065642",26221,"dirty dingus magee",1970,"91"
"7396","tt0065649",26222,"dodes'ka-den",1970,"140"
"7397","tt0065651",31963,"bed & board",1970,"100"
"7398","tt0065656",109726,"dorian gray",1970,"101"
"7399","tt0065662",135681,"jealousy, italian style",1970,"107"
"7400","tt0065666",158631,"druzba pere kvrzice",1970,"96"
"7401","tt0065669",43011,"the dunwich horror",1970,"90"
"7402","tt0065670",141844,"twelve chairs",1971,"161"
"7403","tt0065671",134075,"dyadya vanya",1971,"104"
"7404","tt0065677",132208,"le foto proibite di una signora per bene",1970,"93"
"7405","tt0065686",109881,"elle boit pas, elle fume pas, elle drague pas, mais... elle cause!",1970,"80"
"7406","tt0065687",4185,"elvis: that's the way it is",1970,"97"
"7407","tt0065692",117436,"end of the road",1970,"110"
"7408","tt0065693",118694,"in the folds of the flesh",1970,"92"
"7409","tt0065695",77875,"l'enfance nue",1968,"83"
"7410","tt0065700",135157,"entertaining mr sloane",1970,"94"
"7411","tt0065702",102199,"chariots of the gods",1970,"92"
"7412","tt0065703",132532,"first love",1970,"89"
"7413","tt0065711",103132,"the executioner",1970,"107"
"7414","tt0065720",91108,"figures in a landscape",1970,"110"
"7415","tt0065723",137535,"five bloody graves",1969,"88"
"7416","tt0065724",3201,"five easy pieces",1970,"98"
"7417","tt0065726",119143,"flap",1970,"106"
"7418","tt0065737",106080,"fragment of fear",1970,"94"
"7419","tt0065738",7900,"frankenstein must be destroyed",1969,"98"
"7420","tt0065744",107328,"the shiver of the vampires",1971,"95"
"7421","tt0065750",161080,"la furia del hombre lobo",1972,"90"
"7422","tt0065755",26223,"gamera vs. monster x",1970,"83"
"7423","tt0065761",4689,"the cat o' nine tails",1971,"115"
"7424","tt0065769",146670,"the troops on vacation",1970,"100"
"7425","tt0065772",26225,"claire's knee",1970,"105"
"7426","tt0065775",151799,"getting straight",1970,"124"
"7427","tt0065776",105936,"space amoeba",1970,"84"
"7428","tt0065777",4424,"the garden of the finzi-continis",1970,"94"
"7429","tt0065780",7484,"gimme shelter",1970,"91"
"7430","tt0065782",79368,"sunflower",1970,"107"
"7431","tt0065788",158418,"goin' down the road",1970,"90"
"7432","tt0065790",150914,"goodbye gemini",1970,"89"
"7433","tt0065795",124432,"the grasshopper",1970,"98"
"7434","tt0065797",31467,"the great white hope",1970,"103"
"7435","tt0065798",166449,"the green wall",1969,"110"
"7436","tt0065808",111345,"gods of the plague",1970,"91"
"7437","tt0065820",80901,"the hawaiians",1970,"134"
"7438","tt0065832",6995,"hercules in new york",1970,"75"
"7439","tt0065834",96257,"heroic purgatory",1970,"118"
"7440","tt0065836",26226,"hi, mom!",1970,"87"
"7441","tt0065839",78124,"hoffman",1970,"113"
"7442","tt0065848",174709,"the band",1970,"85"
"7443","tt0065850",109032,"hornets' nest",1970,"110"
"7444","tt0065851",143197,"the horror of frankenstein",1970,"95"
"7445","tt0065852",125648,"horror of the blood monsters",1970,"85"
"7446","tt0065854",40457,"the house that dripped blood",1971,"102"
"7447","tt0065856",26227,"house of dark shadows",1970,"97"
"7448","tt0065867",66279,"husbands",1970,"131"
"7449","tt0065872",74266,"i never sang for my father",1970,"92"
"7450","tt0065874",46753,"i walk the line",1970,"97"
"7451","tt0065877",152780,"higher and higher",1970,"89"
"7452","tt0065879",165461,"al-ikhtiyar",1970,"\N"
"7453","tt0065889",8456,"investigation of a citizen above suspicion",1970,"115"
"7454","tt0065890",159490,"stranger that kneels beside the shadow of a corpse",1970,"98"
"7455","tt0065895",91766,"machine gun mccain",1969,"96"
"7456","tt0065904",140070,"the party at kitty and stud's",1970,"71"
"7457","tt0065908",69489,"how i unleashed world war ii",1970,"224"
"7458","tt0065915",154366,"libido: the urge to love",1971,"103"
"7459","tt0065916",5340,"joe",1970,"107"
"7460","tt0065932",151565,"hîchirimen bâkuto - nôbarydu takahadâ",1970,"85"
"7461","tt0065938",3836,"kelly's heroes",1970,"144"
"7462","tt0065944",162192,"king: a filmed record... montgomery to memphis",1970,"185"
"7463","tt0065950",46790,"the kremlin letter",1970,"120"
"7464","tt0065955",26228,"a swedish love story",1970,"115"
"7465","tt0065957",150580,"the lady in the car with glasses and a gun",1970,"105"
"7466","tt0065963",26229,"the landlord",1970,"112"
"7467","tt0065969",8682,"the last valley",1971,"125"
"7468","tt0065970",137276,"the lawyer",1970,"120"
"7469","tt0065974",110744,"leo the last",1970,"104"
"7470","tt0065976",45837,"let it be",1970,"81"
"7471","tt0065979",110820,"the liberation of l.b. jones",1970,"102"
"7472","tt0065981",125321,"the lickerish quartet",1970,"90"
"7473","tt0065988",3037,"little big man",1970,"139"
"7474","tt0065989",111105,"little fauss and big halsy",1970,"99"
"7475","tt0065997",125780,"a long ride from hell",1968,"104"
"7476","tt0065999",145312,"the hammer of god",1970,"90"
"7477","tt0066002",159761,"loot",1970,"101"
"7478","tt0066011",4296,"love story",1970,"100"
"7479","tt0066016",8757,"lovers and other strangers",1970,"104"
"7480","tt0066017",111689,"loving",1970,"89"
"7481","tt0066026",5060,"mash",1970,"116"
"7482","tt0066031",98069,"machibuse",1970,"117"
"7483","tt0066040",90241,"don't deliver us from evil",1971,"102"
"7484","tt0066045",121557,"il tuo dolce corpo da uccidere",1970,"88"
"7485","tt0066049",6392,"a man called horse",1970,"114"
"7486","tt0066050",92354,"a man called sledge",1970,"93"
"7487","tt0066053",99600,"the man who haunted himself",1970,"94"
"7488","tt0066058",143685,"mark of the witch",1970,"84"
"7489","tt0066064",123089,"the mckenzie break",1970,"108"
"7490","tt0066065",5907,"medea",1969,"110"
"7491","tt0066070",146114,"mera naam joker",1970,"224"
"7492","tt0066075",143747,"metello",1970,"107"
"7493","tt0066078",88959,"michael the brave",1970,"203"
"7494","tt0066080",112247,"the mind of mr. soames",1970,"92"
"7495","tt0066090",8407,"the molly maguires",1970,"124"
"7496","tt0066095",160960,"moonfire",1970,"107"
"7497","tt0066098",118746,"la morte risale a ieri sera",1970,"93"
"7498","tt0066105",139183,"the price of power",1969,"108"
"7499","tt0066109",34369,"the music lovers",1971,"123"
"7500","tt0066115",50970,"myra breckinridge",1970,"94"
"7501","tt0066121",154620,"na komete",1970,"74"
"7502","tt0066122",81665,"deep end",1970,"92"
"7503","tt0066124",134079,"nachalo",1970,"91"
"7504","tt0066130",7399,"ned kelly",1970,"100"
"7505","tt0066141",3348,"the night visitor",1971,"106"
"7506","tt0066144",145008,"the night of the sorcerers",1974,"85"
"7507","tt0066153",80480,"history of postwar japan as told by a bar hostess",1970,"105"
"7508","tt0066154",34224,"no blade of grass",1970,"96"
"7509","tt0066156",130828,"no place to hide",1973,"80"
"7510","tt0066167",128085,"light the fuse... sartana is coming",1970,"99"
"7511","tt0066168",133179,"the key to paradise",1970,"95"
"7512","tt0066181",26230,"on a clear day you can see forever",1970,"129"
"7513","tt0066183",123002,"one more time",1970,"92"
"7514","tt0066192",73139,"out 1: spectre",1972,"253"
"7515","tt0066193",7250,"the out of towners",1970,"101"
"7516","tt0066195",4972,"the owl and the pussycat",1970,"95"
"7517","tt0066206",1272,"patton",1970,"172"
"7518","tt0066207",78009,"donkey skin",1970,"91"
"7519","tt0066210",159492,"coffin full of dollars",1971,"83"
"7520","tt0066212",130426,"perfect friday",1970,"94"
"7521","tt0066214",26231,"performance",1970,"105"
"7522","tt0066215",100406,"fuck off! images of finland",1971,"104"
"7523","tt0066216",133800,"permissive",1970,"90"
"7524","tt0066221",107430,"the phynx",1970,"81"
"7525","tt0066222",130434,"pieces of dreams",1970,"100"
"7526","tt0066225",101916,"the castle of cloads",1970,"89"
"7527","tt0066227",31195,"pippi in the south seas",1970,"86"
"7528","tt0066237",161294,"the adversary",1970,"110"
"7529","tt0066240",129687,"shoot the living and pray for the dead",1971,"90"
"7530","tt0066249",6581,"the private life of sherlock holmes",1970,"125"
"7531","tt0066256",161662,"pufnstuf",1970,"98"
"7532","tt0066258",162962,"puppet on a chain",1971,"98"
"7533","tt0066265",31201,"pippi on the run",1970,"94"
"7534","tt0066266",100463,"quackser fortune has a cousin in the bronx",1970,"90"
"7535","tt0066268",162822,"when women had tails",1970,"105"
"7536","tt0066274",142104,"rabbit, run",1970,"94"
"7537","tt0066279",6427,"the railway children",1970,"109"
"7538","tt0066289",26232,"a trip down the river",1970,"65"
"7539","tt0066296",111876,"the revolutionary",1970,"100"
"7540","tt0066301",6401,"rio lobo",1970,"114"
"7541","tt0066302",140659,"the rise and rise of michael rimmer",1970,"94"
"7542","tt0066318",82678,"the breach",1970,"124"
"7543","tt0066319",7111,"ryan's daughter",1970,"206"
"7544","tt0066341",173605,"the school girls",1970,"90"
"7545","tt0066344",6849,"scrooge",1970,"113"
"7546","tt0066346",128113,"finders killers",1971,"88"
"7547","tt0066365",113203,"shark",1969,"92"
"7548","tt0066372",134210,"shinsengumi: assassins of honor",1969,"122"
